order number,activity,timestamp,user,product,quantity
243,handle payment,22-01-2014@09.31,Sara Jones,iPhone5S,3
244,register order,22-01-2014@09.00,Pete Scott,iPhone5S,3
244,ship order,22-01-2014@09.08,Sue Fox,iPhone5S,2
244,handle payment,22-01-2014@09.25,Carol Hope,iPhone4S,2
245,register order,22-01-2014@09.00,Sue Fox,iPhone4S,1
245,check stock,22-01-2014@09.05,Sue Fox,iPhone5S,1
245,ship order,22-01-2014@09.15,Carol Hope,iPhone4S,1
245,handle payment,22-01-2014@09.29,Carol Hope,iPhone5S,2
246,check stock,22-01-2014@09.00,Sue Fox,iPhone5S,3
246,ship order,22-01-2014@09.14,Sue Fox,iPhone4S,2
246,handle payment,22-01-2014@09.32,Carol Hope,iPhone5S,1
247,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
247,check stock,22-01-2014@09.19,Carol Hope,iPhone4S,1
247,ship order,22-01-2014@09.36,Sara Jones,iPhone5S,2
247,handle payment,22-01-2014@09.54,Carol Hope,iPhone5S,2
248,register order,22-01-2014@09.00,Pete Scott,iPhone4S,2
248,check stock,22-01-2014@09.19,Carol Hope,iPhone4S,2
248,ship order,22-01-2014@09.36,Pete Scott,iPhone5S,1
248,handle payment,22-01-2014@09.41,Sue Fox,iPhone5S,2
249,register order,22-01-2014@09.00,Pete Scott,iPhone5S,1
249,check stock,22-01-2014@09.14,Sara Jones,iPhone5S,2
249,ship order,22-01-2014@09.25,Pete Scott,iPhone4S,1
249,handle payment,22-01-2014@09.40,Sue Fox,iPhone4S,1
250,register order,22-01-2014@09.00,Pete Scott,iPhone4S,1
250,ship order,22-01-2014@09.11,Sara Jones,iPhone4S,3
250,handle payment,22-01-2014@09.16,Sara Jones,iPhone4S,2
251,register order,22-01-2014@09.00,Pete Scott,iPhone5S,3
251,check stock,22-01-2014@09.15,Sue Fox,iPhone4S,3
251,ship order,22-01-2014@09.31,Carol Hope,iPhone4S,1
252,check stock,22-01-2014@09.00,Carol Hope,iPhone4S,3
252,ship order,22-01-2014@09.15,Carol Hope,iPhone5S,1
252,handle payment,22-01-2014@09.26,Sue Fox,iPhone5S,3
253,register order,22-01-2014@09.00,Carol Hope,iPhone5S,2
253,check stock,22-01-2014@09.14,Sue Fox,iPhone4S,2
253,ship order,22-01-2014@09.30,Sue Fox,iPhone5S,1
253,handle payment,22-01-2014@09.40,Pete Scott,iPhone5S,1
254,register order,22-01-2014@09.00,Pete Scott,iPhone5S,3
254,ship order,22-01-2014@09.11,Sara Jones,iPhone4S,3
254,handle payment,22-01-2014@09.25,Carol Hope,iPhone4S,3
255,register order,22-01-2014@09.00,Sue Fox,iPhone4S,2
255,check stock,22-01-2014@09.08,Carol Hope,iPhone5S,3
255,ship order,22-01-2014@09.16,Sue Fox,iPhone4S,2
255,handle payment,22-01-2014@09.27,Carol Hope,iPhone4S,2
256,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
256,check stock,22-01-2014@09.20,Carol Hope,iPhone4S,2
256,ship order,22-01-2014@09.40,Pete Scott,iPhone4S,2
256,handle payment,22-01-2014@09.48,Sue Fox,iPhone4S,2
257,register order,22-01-2014@09.00,Sara Jones,iPhone5S,3
257,check stock,22-01-2014@09.15,Sue Fox,iPhone5S,2
257,ship order,22-01-2014@09.35,Sue Fox,iPhone4S,3
257,handle payment,22-01-2014@09.44,Carol Hope,iPhone4S,3
258,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
258,check stock,22-01-2014@09.05,Pete Scott,iPhone4S,3
258,ship order,22-01-2014@09.20,Sue Fox,iPhone4S,3
258,handle payment,22-01-2014@09.34,Carol Hope,iPhone4S,3
259,register order,22-01-2014@09.00,Sue Fox,iPhone5S,3
259,check stock,22-01-2014@09.07,Sue Fox,iPhone4S,1
259,handle payment,22-01-2014@09.18,Carol Hope,iPhone4S,3
260,register order,22-01-2014@09.00,Sue Fox,iPhone4S,1
260,check stock,22-01-2014@09.16,Sue Fox,iPhone4S,2
260,ship order,22-01-2014@09.27,Pete Scott,iPhone4S,3
260,handle payment,22-01-2014@09.39,Carol Hope,iPhone5S,1
261,register order,22-01-2014@09.00,Pete Scott,iPhone5S,1
261,check stock,22-01-2014@09.14,Pete Scott,iPhone5S,3
261,ship order,22-01-2014@09.30,Sara Jones,iPhone4S,3
261,handle payment,22-01-2014@09.37,Carol Hope,iPhone4S,1
262,register order,22-01-2014@09.00,Sara Jones,iPhone5S,1
262,ship order,22-01-2014@09.05,Carol Hope,iPhone4S,1
262,handle payment,22-01-2014@09.18,Sara Jones,iPhone4S,3
263,register order,22-01-2014@09.00,Carol Hope,iPhone4S,2
263,check stock,22-01-2014@09.08,Sue Fox,iPhone4S,3
263,ship order,22-01-2014@09.22,Carol Hope,iPhone4S,1
263,handle payment,22-01-2014@09.29,Sue Fox,iPhone5S,3
264,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
264,check stock,22-01-2014@09.18,Carol Hope,iPhone5S,3
264,ship order,22-01-2014@09.28,Pete Scott,iPhone4S,1
264,handle payment,22-01-2014@09.38,Sara Jones,iPhone5S,2
265,register order,22-01-2014@09.00,Sue Fox,iPhone5S,3
265,check stock,22-01-2014@09.07,Sue Fox,iPhone4S,3
265,ship order,22-01-2014@09.13,Carol Hope,iPhone4S,2
266,register order,22-01-2014@09.00,Sara Jones,iPhone5S,2
266,check stock,22-01-2014@09.09,Sara Jones,iPhone5S,3
266,ship order,22-01-2014@09.24,Carol Hope,iPhone5S,3
267,register order,22-01-2014@09.00,Pete Scott,iPhone4S,2
267,check stock,22-01-2014@09.11,Carol Hope,iPhone5S,2
267,ship order,22-01-2014@09.29,Pete Scott,iPhone4S,2
267,handle payment,22-01-2014@09.47,Sara Jones,iPhone4S,3
268,register order,22-01-2014@09.00,Pete Scott,iPhone4S,2
268,check stock,22-01-2014@09.15,Sara Jones,iPhone4S,3
268,ship order,22-01-2014@09.34,Pete Scott,iPhone4S,3
269,ship order,22-01-2014@09.00,Pete Scott,iPhone4S,2
269,handle payment,22-01-2014@09.06,Carol Hope,iPhone4S,2
270,ship order,22-01-2014@09.00,Carol Hope,iPhone5S,1
270,handle payment,22-01-2014@09.20,Pete Scott,iPhone4S,3
271,register order,22-01-2014@09.00,Carol Hope,iPhone4S,3
271,check stock,22-01-2014@09.19,Sara Jones,iPhone4S,1
271,ship order,22-01-2014@09.36,Pete Scott,iPhone4S,1
271,handle payment,22-01-2014@09.45,Carol Hope,iPhone5S,3
272,register order,22-01-2014@09.00,Carol Hope,iPhone4S,2
272,check stock,22-01-2014@09.16,Sara Jones,iPhone5S,1
272,ship order,22-01-2014@09.23,Pete Scott,iPhone5S,2
272,handle payment,22-01-2014@09.43,Sara Jones,iPhone5S,2
273,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
273,check stock,22-01-2014@09.18,Sue Fox,iPhone5S,3
273,ship order,22-01-2014@09.31,Carol Hope,iPhone4S,2
274,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
274,check stock,22-01-2014@09.11,Sue Fox,iPhone5S,3
274,ship order,22-01-2014@09.17,Pete Scott,iPhone5S,3
274,handle payment,22-01-2014@09.23,Sue Fox,iPhone5S,3
275,register order,22-01-2014@09.00,Sara Jones,iPhone4S,3
275,check stock,22-01-2014@09.16,Sue Fox,iPhone4S,1
275,ship order,22-01-2014@09.25,Pete Scott,iPhone5S,2
275,handle payment,22-01-2014@09.30,Carol Hope,iPhone5S,1
276,check stock,22-01-2014@09.00,Pete Scott,iPhone5S,2
276,ship order,22-01-2014@09.08,Pete Scott,iPhone4S,3
277,register order,22-01-2014@09.00,Sue Fox,iPhone4S,2
277,check stock,22-01-2014@09.05,Carol Hope,iPhone4S,2
277,ship order,22-01-2014@09.20,Pete Scott,iPhone4S,1
277,handle payment,22-01-2014@09.33,Carol Hope,iPhone4S,2
278,register order,22-01-2014@09.00,Pete Scott,iPhone4S,1
278,check stock,22-01-2014@09.11,Sue Fox,iPhone5S,1
278,ship order,22-01-2014@09.19,Sue Fox,iPhone5S,3
278,handle payment,22-01-2014@09.38,Carol Hope,iPhone4S,3
279,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
279,check stock,22-01-2014@09.16,Sara Jones,iPhone4S,1
279,ship order,22-01-2014@09.27,Sue Fox,iPhone5S,3
280,register order,22-01-2014@09.00,Sue Fox,iPhone4S,3
280,check stock,22-01-2014@09.11,Pete Scott,iPhone5S,2
280,ship order,22-01-2014@09.29,Carol Hope,iPhone5S,1
280,handle payment,22-01-2014@09.34,Carol Hope,iPhone5S,3
281,register order,22-01-2014@09.00,Sara Jones,iPhone5S,1
281,check stock,22-01-2014@09.20,Sara Jones,iPhone5S,1
281,ship order,22-01-2014@09.37,Sue Fox,iPhone4S,2
281,handle payment,22-01-2014@09.53,Sue Fox,iPhone5S,3
282,register order,22-01-2014@09.00,Pete Scott,iPhone4S,3
282,check stock,22-01-2014@09.14,Carol Hope,iPhone4S,1
282,ship order,22-01-2014@09.33,Pete Scott,iPhone5S,3
282,handle payment,22-01-2014@09.45,Sara Jones,iPhone4S,3
283,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
283,check stock,22-01-2014@09.05,Sue Fox,iPhone5S,2
283,ship order,22-01-2014@09.21,Sue Fox,iPhone5S,1
283,handle payment,22-01-2014@09.28,Pete Scott,iPhone5S,3
284,check stock,22-01-2014@09.00,Sara Jones,iPhone5S,2
284,ship order,22-01-2014@09.17,Carol Hope,iPhone5S,2
285,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
285,check stock,22-01-2014@09.05,Carol Hope,iPhone5S,3
285,ship order,22-01-2014@09.23,Carol Hope,iPhone5S,1
285,handle payment,22-01-2014@09.33,Sue Fox,iPhone5S,1
286,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
286,check stock,22-01-2014@09.08,Sara Jones,iPhone5S,2
286,ship order,22-01-2014@09.19,Carol Hope,iPhone4S,2
286,handle payment,22-01-2014@09.24,Sue Fox,iPhone5S,2
287,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
287,check stock,22-01-2014@09.06,Pete Scott,iPhone4S,3
287,ship order,22-01-2014@09.20,Sue Fox,iPhone4S,3
287,handle payment,22-01-2014@09.26,Sara Jones,iPhone5S,1
288,register order,22-01-2014@09.00,Sara Jones,iPhone4S,3
288,check stock,22-01-2014@09.13,Pete Scott,iPhone5S,1
288,ship order,22-01-2014@09.19,Sara Jones,iPhone5S,1
288,handle payment,22-01-2014@09.30,Sue Fox,iPhone4S,3
289,register order,22-01-2014@09.00,Sara Jones,iPhone5S,2
289,check stock,22-01-2014@09.10,Sue Fox,iPhone5S,3
289,ship order,22-01-2014@09.22,Sue Fox,iPhone5S,3
289,handle payment,22-01-2014@09.32,Sue Fox,iPhone5S,2
290,register order,22-01-2014@09.00,Pete Scott,iPhone4S,1
290,check stock,22-01-2014@09.17,Pete Scott,iPhone5S,1
290,ship order,22-01-2014@09.28,Sara Jones,iPhone4S,1
290,handle payment,22-01-2014@09.47,Sue Fox,iPhone5S,3
291,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
291,check stock,22-01-2014@09.17,Carol Hope,iPhone4S,2
291,ship order,22-01-2014@09.25,Sue Fox,iPhone4S,1
291,handle payment,22-01-2014@09.41,Sara Jones,iPhone4S,1
292,register order,22-01-2014@09.00,Sara Jones,iPhone5S,2
292,check stock,22-01-2014@09.05,Carol Hope,iPhone5S,1
292,ship order,22-01-2014@09.11,Pete Scott,iPhone5S,2
292,handle payment,22-01-2014@09.19,Pete Scott,iPhone4S,1
293,register order,22-01-2014@09.00,Sara Jones,iPhone4S,1
293,check stock,22-01-2014@09.16,Sara Jones,iPhone4S,3
293,ship order,22-01-2014@09.29,Sara Jones,iPhone4S,2
293,handle payment,22-01-2014@09.34,Sue Fox,iPhone5S,2
294,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
294,check stock,22-01-2014@09.16,Sara Jones,iPhone4S,1
294,ship order,22-01-2014@09.22,Sue Fox,iPhone5S,1
294,handle payment,22-01-2014@09.33,Sue Fox,iPhone4S,3
295,register order,22-01-2014@09.00,Pete Scott,iPhone5S,1
295,check stock,22-01-2014@09.13,Carol Hope,iPhone5S,1
295,ship order,22-01-2014@09.26,Carol Hope,iPhone5S,1
295,handle payment,22-01-2014@09.46,Pete Scott,iPhone5S,1
296,register order,22-01-2014@09.00,Pete Scott,iPhone5S,3
296,check stock,22-01-2014@09.17,Sara Jones,iPhone4S,1
296,ship order,22-01-2014@09.22,Sara Jones,iPhone5S,1
296,handle payment,22-01-2014@09.33,Sue Fox,iPhone5S,2
297,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
297,check stock,22-01-2014@09.11,Sara Jones,iPhone4S,1
297,handle payment,22-01-2014@09.31,Sara Jones,iPhone5S,2
298,register order,22-01-2014@09.00,Carol Hope,iPhone4S,3
298,check stock,22-01-2014@09.05,Pete Scott,iPhone4S,1
298,handle payment,22-01-2014@09.23,Sue Fox,iPhone4S,2
299,register order,22-01-2014@09.00,Pete Scott,iPhone5S,2
299,ship order,22-01-2014@09.14,Sue Fox,iPhone4S,1
299,handle payment,22-01-2014@09.26,Sue Fox,iPhone4S,3
300,register order,22-01-2014@09.00,Sue Fox,iPhone4S,3
300,check stock,22-01-2014@09.11,Sara Jones,iPhone5S,1
300,ship order,22-01-2014@09.22,Sara Jones,iPhone4S,1
300,handle payment,22-01-2014@09.36,Sue Fox,iPhone5S,2
301,register order,22-01-2014@09.00,Sara Jones,iPhone4S,1
301,check stock,22-01-2014@09.15,Carol Hope,iPhone4S,2
301,ship order,22-01-2014@09.27,Pete Scott,iPhone5S,1
301,handle payment,22-01-2014@09.43,Carol Hope,iPhone4S,3
302,register order,22-01-2014@09.00,Pete Scott,iPhone5S,3
302,check stock,22-01-2014@09.19,Pete Scott,iPhone5S,2
302,ship order,22-01-2014@09.33,Sue Fox,iPhone5S,2
302,handle payment,22-01-2014@09.44,Sue Fox,iPhone5S,1
303,register order,22-01-2014@09.00,Sue Fox,iPhone4S,3
303,ship order,22-01-2014@09.07,Sue Fox,iPhone5S,3
303,handle payment,22-01-2014@09.13,Carol Hope,iPhone4S,3
304,register order,22-01-2014@09.00,Sara Jones,iPhone4S,1
304,check stock,22-01-2014@09.10,Sue Fox,iPhone5S,1
304,ship order,22-01-2014@09.20,Carol Hope,iPhone5S,1
305,register order,22-01-2014@09.00,Sara Jones,iPhone4S,3
305,check stock,22-01-2014@09.13,Sara Jones,iPhone4S,1
305,ship order,22-01-2014@09.26,Carol Hope,iPhone5S,2
305,handle payment,22-01-2014@09.34,Sara Jones,iPhone4S,1
306,check stock,22-01-2014@09.00,Pete Scott,iPhone5S,2
306,ship order,22-01-2014@09.15,Sue Fox,iPhone4S,3
306,handle payment,22-01-2014@09.30,Sue Fox,iPhone4S,1
307,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
307,check stock,22-01-2014@09.07,Sara Jones,iPhone4S,3
307,ship order,22-01-2014@09.23,Sue Fox,iPhone5S,1
307,handle payment,22-01-2014@09.38,Carol Hope,iPhone5S,3
308,register order,22-01-2014@09.00,Sue Fox,iPhone4S,3
308,check stock,22-01-2014@09.08,Pete Scott,iPhone4S,1
308,handle payment,22-01-2014@09.22,Sara Jones,iPhone4S,3
309,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
309,check stock,22-01-2014@09.18,Sue Fox,iPhone4S,1
309,ship order,22-01-2014@09.24,Sue Fox,iPhone4S,2
309,handle payment,22-01-2014@09.37,Sara Jones,iPhone5S,2
310,ship order,22-01-2014@09.00,Sara Jones,iPhone4S,2
310,handle payment,22-01-2014@09.16,Pete Scott,iPhone5S,1
311,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
311,check stock,22-01-2014@09.12,Sara Jones,iPhone4S,2
311,ship order,22-01-2014@09.23,Sue Fox,iPhone5S,1
311,handle payment,22-01-2014@09.41,Carol Hope,iPhone4S,2
312,register order,22-01-2014@09.00,Pete Scott,iPhone4S,3
312,check stock,22-01-2014@09.19,Carol Hope,iPhone4S,2
312,ship order,22-01-2014@09.28,Carol Hope,iPhone4S,2
313,register order,22-01-2014@09.00,Pete Scott,iPhone5S,1
313,check stock,22-01-2014@09.11,Sara Jones,iPhone4S,2
313,ship order,22-01-2014@09.20,Sara Jones,iPhone5S,3
313,handle payment,22-01-2014@09.33,Sue Fox,iPhone4S,3
314,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
314,check stock,22-01-2014@09.09,Pete Scott,iPhone4S,2
314,ship order,22-01-2014@09.21,Sue Fox,iPhone5S,3
314,handle payment,22-01-2014@09.32,Sue Fox,iPhone4S,2
315,register order,22-01-2014@09.00,Sara Jones,iPhone5S,3
315,check stock,22-01-2014@09.09,Pete Scott,iPhone5S,2
315,ship order,22-01-2014@09.23,Carol Hope,iPhone5S,2
315,handle payment,22-01-2014@09.42,Pete Scott,iPhone4S,3
316,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
316,check stock,22-01-2014@09.16,Sara Jones,iPhone4S,2
316,ship order,22-01-2014@09.24,Sara Jones,iPhone5S,3
316,handle payment,22-01-2014@09.35,Sara Jones,iPhone4S,3
317,register order,22-01-2014@09.00,Sue Fox,iPhone4S,1
317,check stock,22-01-2014@09.05,Pete Scott,iPhone4S,2
317,ship order,22-01-2014@09.22,Sara Jones,iPhone4S,2
317,handle payment,22-01-2014@09.42,Sara Jones,iPhone5S,2
318,check stock,22-01-2014@09.00,Sara Jones,iPhone4S,3
318,ship order,22-01-2014@09.16,Sara Jones,iPhone5S,2
318,handle payment,22-01-2014@09.22,Sue Fox,iPhone5S,1
319,register order,22-01-2014@09.00,Carol Hope,iPhone4S,3
319,check stock,22-01-2014@09.07,Carol Hope,iPhone5S,2
319,ship order,22-01-2014@09.13,Carol Hope,iPhone4S,3
320,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
320,check stock,22-01-2014@09.09,Sue Fox,iPhone4S,2
320,ship order,22-01-2014@09.23,Sue Fox,iPhone4S,1
320,handle payment,22-01-2014@09.28,Sue Fox,iPhone5S,1
321,register order,22-01-2014@09.00,Sara Jones,iPhone5S,2
321,ship order,22-01-2014@09.12,Sue Fox,iPhone5S,3
321,handle payment,22-01-2014@09.27,Sue Fox,iPhone5S,1
322,register order,22-01-2014@09.00,Pete Scott,iPhone5S,3
322,handle payment,22-01-2014@09.12,Carol Hope,iPhone4S,2
323,register order,22-01-2014@09.00,Pete Scott,iPhone5S,2
323,ship order,22-01-2014@09.19,Sara Jones,iPhone5S,2
323,handle payment,22-01-2014@09.24,Pete Scott,iPhone5S,3
324,register order,22-01-2014@09.00,Pete Scott,iPhone4S,1
324,check stock,22-01-2014@09.12,Carol Hope,iPhone5S,2
324,ship order,22-01-2014@09.29,Sara Jones,iPhone5S,3
324,handle payment,22-01-2014@09.36,Sara Jones,iPhone4S,1
325,register order,22-01-2014@09.00,Carol Hope,iPhone5S,2
325,check stock,22-01-2014@09.16,Sara Jones,iPhone4S,3
325,ship order,22-01-2014@09.28,Sue Fox,iPhone5S,1
325,handle payment,22-01-2014@09.40,Carol Hope,iPhone4S,1
326,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
326,check stock,22-01-2014@09.20,Sue Fox,iPhone4S,3
326,ship order,22-01-2014@09.31,Sue Fox,iPhone4S,1
326,handle payment,22-01-2014@09.41,Sara Jones,iPhone5S,3
327,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
327,check stock,22-01-2014@09.09,Pete Scott,iPhone5S,3
327,ship order,22-01-2014@09.26,Carol Hope,iPhone4S,3
327,handle payment,22-01-2014@09.31,Sue Fox,iPhone4S,3
328,register order,22-01-2014@09.00,Carol Hope,iPhone5S,2
328,check stock,22-01-2014@09.14,Carol Hope,iPhone4S,1
328,ship order,22-01-2014@09.22,Sara Jones,iPhone5S,1
328,handle payment,22-01-2014@09.42,Pete Scott,iPhone4S,2
329,register order,22-01-2014@09.00,Pete Scott,iPhone5S,2
329,check stock,22-01-2014@09.16,Pete Scott,iPhone5S,1
329,ship order,22-01-2014@09.34,Sara Jones,iPhone4S,2
330,register order,22-01-2014@09.00,Carol Hope,iPhone5S,3
330,check stock,22-01-2014@09.12,Carol Hope,iPhone5S,2
330,ship order,22-01-2014@09.17,Pete Scott,iPhone5S,1
330,handle payment,22-01-2014@09.31,Sara Jones,iPhone4S,1
331,register order,22-01-2014@09.00,Sue Fox,iPhone4S,1
331,check stock,22-01-2014@09.18,Pete Scott,iPhone5S,3
331,ship order,22-01-2014@09.24,Sue Fox,iPhone5S,2
331,handle payment,22-01-2014@09.39,Sue Fox,iPhone4S,1
332,register order,22-01-2014@09.00,Pete Scott,iPhone5S,2
332,check stock,22-01-2014@09.12,Sue Fox,iPhone4S,3
332,ship order,22-01-2014@09.26,Sue Fox,iPhone5S,1
332,handle payment,22-01-2014@09.36,Carol Hope,iPhone4S,1
333,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
333,check stock,22-01-2014@09.16,Sara Jones,iPhone5S,1
333,ship order,22-01-2014@09.29,Carol Hope,iPhone4S,2
333,handle payment,22-01-2014@09.45,Sara Jones,iPhone4S,3
334,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
334,check stock,22-01-2014@09.19,Sue Fox,iPhone4S,2
334,ship order,22-01-2014@09.24,Pete Scott,iPhone5S,3
334,handle payment,22-01-2014@09.35,Pete Scott,iPhone4S,1
335,register order,22-01-2014@09.00,Pete Scott,iPhone4S,2
335,check stock,22-01-2014@09.10,Sue Fox,iPhone5S,2
335,ship order,22-01-2014@09.27,Sue Fox,iPhone5S,2
336,register order,22-01-2014@09.00,Sue Fox,iPhone4S,1
336,check stock,22-01-2014@09.05,Pete Scott,iPhone5S,1
336,ship order,22-01-2014@09.15,Carol Hope,iPhone5S,1
336,handle payment,22-01-2014@09.26,Carol Hope,iPhone5S,3
337,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
337,check stock,22-01-2014@09.18,Sue Fox,iPhone4S,2
337,ship order,22-01-2014@09.38,Sue Fox,iPhone4S,3
337,handle payment,22-01-2014@09.48,Carol Hope,iPhone5S,2
338,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
338,check stock,22-01-2014@09.13,Sara Jones,iPhone5S,2
338,ship order,22-01-2014@09.22,Pete Scott,iPhone4S,2
338,handle payment,22-01-2014@09.35,Sue Fox,iPhone4S,1
339,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
339,check stock,22-01-2014@09.14,Sue Fox,iPhone4S,1
339,ship order,22-01-2014@09.31,Pete Scott,iPhone4S,3
339,handle payment,22-01-2014@09.40,Sue Fox,iPhone5S,1
340,register order,22-01-2014@09.00,Sue Fox,iPhone5S,3
340,check stock,22-01-2014@09.09,Carol Hope,iPhone5S,3
340,ship order,22-01-2014@09.24,Sara Jones,iPhone5S,2
341,register order,22-01-2014@09.00,Sara Jones,iPhone5S,2
341,check stock,22-01-2014@09.14,Sue Fox,iPhone4S,1
341,ship order,22-01-2014@09.29,Sue Fox,iPhone4S,2
341,handle payment,22-01-2014@09.46,Pete Scott,iPhone5S,1
342,register order,22-01-2014@09.00,Carol Hope,iPhone5S,3
342,check stock,22-01-2014@09.11,Sara Jones,iPhone5S,2
342,ship order,22-01-2014@09.24,Carol Hope,iPhone4S,2
342,handle payment,22-01-2014@09.35,Sue Fox,iPhone4S,3
343,register order,22-01-2014@09.00,Sara Jones,iPhone5S,1
343,check stock,22-01-2014@09.07,Pete Scott,iPhone4S,3
343,ship order,22-01-2014@09.13,Sara Jones,iPhone5S,2
344,register order,22-01-2014@09.00,Sara Jones,iPhone5S,1
344,check stock,22-01-2014@09.17,Sara Jones,iPhone5S,3
344,ship order,22-01-2014@09.34,Sara Jones,iPhone5S,3
344,handle payment,22-01-2014@09.54,Sara Jones,iPhone4S,2
345,register order,22-01-2014@09.00,Sara Jones,iPhone5S,3
345,check stock,22-01-2014@09.15,Pete Scott,iPhone4S,2
345,ship order,22-01-2014@09.20,Sue Fox,iPhone4S,1
345,handle payment,22-01-2014@09.27,Carol Hope,iPhone4S,2
346,register order,22-01-2014@09.00,Carol Hope,iPhone4S,1
346,ship order,22-01-2014@09.06,Pete Scott,iPhone5S,1
346,handle payment,22-01-2014@09.19,Sara Jones,iPhone5S,3
347,register order,22-01-2014@09.00,Sara Jones,iPhone4S,1
347,check stock,22-01-2014@09.13,Sue Fox,iPhone4S,1
348,register order,22-01-2014@09.00,Pete Scott,iPhone4S,3
348,check stock,22-01-2014@09.19,Sue Fox,iPhone4S,3
349,register order,22-01-2014@09.00,Carol Hope,iPhone4S,2
349,check stock,22-01-2014@09.07,Pete Scott,iPhone4S,3
349,ship order,22-01-2014@09.14,Carol Hope,iPhone4S,1
349,handle payment,22-01-2014@09.33,Sara Jones,iPhone4S,1
350,ship order,22-01-2014@09.00,Sue Fox,iPhone4S,3
350,handle payment,22-01-2014@09.19,Pete Scott,iPhone5S,1
351,register order,22-01-2014@09.00,Sara Jones,iPhone4S,3
351,ship order,22-01-2014@09.05,Sue Fox,iPhone5S,2
351,handle payment,22-01-2014@09.20,Sara Jones,iPhone5S,1
352,register order,22-01-2014@09.00,Sue Fox,iPhone5S,2
352,check stock,22-01-2014@09.08,Sara Jones,iPhone4S,2
352,handle payment,22-01-2014@09.25,Sue Fox,iPhone5S,2
353,register order,22-01-2014@09.00,Sara Jones,iPhone5S,3
353,check stock,22-01-2014@09.19,Carol Hope,iPhone4S,1
353,ship order,22-01-2014@09.30,Sara Jones,iPhone5S,1
353,handle payment,22-01-2014@09.35,Carol Hope,iPhone5S,1
354,register order,22-01-2014@09.00,Pete Scott,iPhone4S,1
354,check stock,22-01-2014@09.09,Carol Hope,iPhone4S,3
354,handle payment,22-01-2014@09.17,Pete Scott,iPhone4S,3
355,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
355,check stock,22-01-2014@09.20,Sue Fox,iPhone5S,1
355,ship order,22-01-2014@09.33,Carol Hope,iPhone5S,3
355,handle payment,22-01-2014@09.38,Carol Hope,iPhone5S,2
356,check stock,22-01-2014@09.00,Sue Fox,iPhone4S,3
356,ship order,22-01-2014@09.10,Carol Hope,iPhone4S,2
356,handle payment,22-01-2014@09.20,Sue Fox,iPhone4S,3
357,check stock,22-01-2014@09.00,Carol Hope,iPhone4S,1
357,ship order,22-01-2014@09.10,Sue Fox,iPhone4S,3
358,register order,22-01-2014@09.00,Pete Scott,iPhone5S,3
358,check stock,22-01-2014@09.11,Pete Scott,iPhone4S,1
358,ship order,22-01-2014@09.25,Sara Jones,iPhone4S,2
358,handle payment,22-01-2014@09.33,Sue Fox,iPhone5S,3
359,register order,22-01-2014@09.00,Carol Hope,iPhone5S,3
359,check stock,22-01-2014@09.10,Sara Jones,iPhone4S,2
359,ship order,22-01-2014@09.16,Pete Scott,iPhone5S,1
359,handle payment,22-01-2014@09.36,Sue Fox,iPhone4S,3
360,register order,22-01-2014@09.00,Sara Jones,iPhone4S,2
360,check stock,22-01-2014@09.05,Carol Hope,iPhone4S,1
360,ship order,22-01-2014@09.14,Pete Scott,iPhone5S,3
360,handle payment,22-01-2014@09.23,Pete Scott,iPhone4S,2
361,register order,22-01-2014@09.00,Carol Hope,iPhone5S,1
361,check stock,22-01-2014@09.06,Pete Scott,iPhone5S,2
361,ship order,22-01-2014@09.21,Pete Scott,iPhone4S,3
361,handle payment,22-01-2014@09.27,Carol Hope,iPhone4S,3
362,register order,22-01-2014@09.00,Sue Fox,iPhone5S,1
362,check stock,22-01-2014@09.11,Sara Jones,iPhone4S,1
362,ship order,22-01-2014@09.27,Pete Scott,iPhone4S,2
362,handle payment,22-01-2014@09.37,Sue Fox,iPhone4S,2
